Titulo,Codigo Postal,Precio,Recamaras,Banos,Estacionamientos,NoPisos,Edad,Area Terreno,Area Construida,Tamaño Jardin
 Colonia Lafayette,44150,8000000.0,6.0,3.0,3.0,45.0,385.0,,,
 Colonia Rancho Blanco,44890,100000.0,2.0,1.0,33.0,53.0,,,,
 Colonia Ladrón de Guevara,44600,10000000.0,5.0,4.0,2.0,50.0,188.0,,,
 Colonia Los Arrayanes,44766,2990000.0,3.0,2.0,2.0,2.0,4.0,135.0,,
 Colonia Miguel Hidalgo,44760,3000000.0,6.0,3.0,1.0,2.0,15.0,195.0,,
 Colonia Beatriz Hernández,44760,2600000.0,4.0,2.0,1.0,2.0,31.0,260.0,,
 Colonia Los Arrayanes,44766,2250000.0,2.0,1.0,1.0,1.0,8.0,77.0,,
 Colonia Niños Héroes,44260,3750000.0,4.0,2.0,2.0,1.0,40.0,130.0,,
 Colonia La Aurora,44790,3500000.0,5.0,2.0,4.0,35.0,700.0,,,
 Colonia Jardines de San José,44950,3990000.0,4.0,4.0,1.0,2.0,20.0,190.0,,
 Colonia Vicente Guerrero,44330,2950000.0,6.0,3.0,2.0,26.0,270.0,,,
 Colonia Lomas de Independencia,44240,3950000.0,5.0,5.0,1.0,25.0,183.0,,,
 Colonia Obrera,44420,2000000.0,3.0,2.0,30.0,80.0,,,,
 Colonia San Vicente,44330,3150000.0,3.0,2.0,1.0,2.0,5.0,159.0,,
 Colonia Emiliano Zapata,44980,3000000.0,6.0,2.0,3.0,27.0,203.0,,,
 Colonia Balcones Del 4,44984,1000000.0,4.0,1.0,50.0,75.0,,,,
 Colonia Lomas de Independencia,44240,507100.0,3.0,2.0,1.0,2.0,0.0,100.0,160.0,
 Guadalajara,44250,5500000.0,0.0,301.0,466.0,,,,,
 Colonia Jardines del Bosque Centro,44520,1427424.0,4.0,2.0,3.0,0.0,150.0,195.0,,
 Colonia Lomas de Independencia,44240,2800000.0,3.0,3.0,2.0,0.0,90.0,180.0,,
 Colonia Providencia 2a Secc,44630,6700000.0,3.0,2.0,1.0,55.0,260.0,,,
 Colonia Progreso,44730,6900000.0,5.0,3.0,3.0,1.0,427.0,,,
 Colonia San Carlos,44460,827050.0,3.0,1.0,1.0,0.0,65.0,65.0,,
 Colonia Jardines del Country,44210,16606400.0,4.0,3.0,2.0,2.0,25.0,240.0,220.0,
 Colonia San Carlos,44460,2565000.0,3.0,3.0,1.0,1.0,25.0,87.0,,
 Colonia Antigua Penal de Oblatos,44730,5500000.0,6.0,3.0,3.0,2.0,40.0,482.0,387.0,
 Colonia Los Arrayanes,44766,584384.0,2.0,1.0,1.0,1.0,10.0,120.0,80.0,10.0
 Colonia Lomas Independencia,44350,2800000.0,3.0,2.0,42.0,138.0,,,,
 Colonia San Andrés 2a. Sección,44810,10000000.0,4.0,2.0,30.0,1000.0,,,,
 Colonia Los Arrayanes,44766,,2.0,2.0,1.0,2.0,9.0,80.0,80.0,
 Colonia Miguel Hidalgo,44760,632000.0,2.0,1.0,1.0,1.0,0.0,125.0,85.0,
 Colonia Plutarco Elias Calles 2,44725,876200.0,2.0,2.0,1.0,0.0,66.0,66.0,,
 Colonia Huentitán El Bajo,44250,869700.0,3.0,1.0,1.0,0.0,90.0,90.0,,
 Colonia Artesanos,44200,3500000.0,3.0,1.0,1.0,2.0,50.0,170.0,162.0,
 Colonia Santa Teresita,44600,1850000.0,3.0,1.0,2.0,35.0,54.0,93.0,,
 Colonia La Perla,44360,2600000.0,2.0,1.0,60.0,188.0,,,,
 Colonia Vallarta San Jorge,44690,13500000.0,5.0,0.0,350.0,,,,,
 Colonia Palacio de Gobierno Del Estado de Jalisco,44009,10000000.0,6.0,6.0,3.0,50.0,400.0,,,
 Colonia Moderna,44190,8500000.0,3.0,2.0,2.0,2.0,25.0,300.0,366.0,
 Colonia Bosques de La Victoria,44540,580000.0,4.0,3.0,2.0,1.0,0.0,160.0,192.0,
 Colonia 18 de Marzo,44960,2000000.0,5.0,4.0,36.0,150.0,,,,
 Colonia Barragán y Hernández,44469,18000000.0,3.0,2.0,40.0,400.0,,,,
 Colonia Los Obeliscos,44820,3350000.0,3.0,2.0,1.0,2.0,3.0,140.0,,
 Colonia Libertad,44750,850000.0,5.0,3.0,3.0,2.0,0.0,250.0,250.0,
 Colonia Lomas de San Eugenio,44720,2244000.0,4.0,4.0,2.0,0.0,130.0,,,
 Colonia Valentín Gómez Farias,44977,5000000.0,6.0,3.0,3.0,30.0,300.0,,,
 Colonia Quinta Velarde,44430,685000.0,3.0,3.0,1.0,1.0,0.0,185.0,135.0,
 Colonia Campo de Polo Chapalita,44500,16500000.0,6.0,4.0,3.0,50.0,670.0,,,
 Colonia Villas de Guadalupe,44720,655000.0,3.0,1.0,1.0,0.0,89.0,89.0,,
 Colonia Plutarco Elias Calles 1,44723,662000.0,2.0,2.0,1.0,1.0,0.0,60.0,65.0,
 Colonia Capilla de Jesús,44200,3950000.0,3.0,1.0,1.0,40.0,130.0,,,
 Colonia Providencia 2a Secc,44630,13000000.0,3.0,3.0,2.0,10.0,330.0,,,
 Colonia Agustín Yánez,44790,1250000.0,3.0,2.0,1.0,12.0,128.0,,,
 Colonia San Miguel de Huentitán El Alto 1a Secc,44300,1000000.0,4.0,1.0,2.0,2.0,35.0,70.0,143.0,
 Colonia Real,44400,10000000.0,3.0,2.0,2.0,40.0,190.0,,,
 Colonia Guadalajara Oriente,44700,3336456.0,4.0,3.0,1.0,0.0,242.0,242.0,,
 Colonia Residencial La Cruz,44950,1149702.0,3.0,1.0,1.0,1.0,0.0,130.0,110.0,
 Colonia Progreso,44730,1200000.0,3.0,2.0,1.0,55.0,130.0,,,
 Colonia Vicente Guerrero,44330,1300000.0,2.0,1.0,1.0,40.0,150.0,,,
 Colonia Vicente Guerrero,44860,1218000.0,0.0,,,,,,,
 Colonia Guadalupana Sur,44220,958500.0,2.0,1.0,0.0,107.0,85.0,,,
 Colonia Villas de San Juan,44299,3480000.0,2.0,1.0,1.0,2.0,1.0,100.0,,
 Colonia Alcalde Barranquitas,44270,4480000.0,4.0,3.0,1.0,2.0,40.0,242.0,,
 Colonia Tetlán Rio Verde,44727,2600000.0,4.0,1.0,1.0,2.0,30.0,147.0,284.0,
 Colonia Huentitán El Bajo,44250,913400.0,2.0,1.0,1.0,0.0,74.0,,,
 Colonia Providencia 4a Secc,44639,8500000.0,4.0,3.0,2.0,45.0,200.0,,,
 Colonia San Miguel de Huentitán El Alto 1a Secc,44300,1054047.0,4.0,3.0,1.0,2.0,16.0,121.0,242.0,
 Colonia El Carmen,44980,1700000000.0,2.0,1.0,1.0,20.0,122.0,,,
 Colonia Americana,44160,4120000.0,3.0,2.0,2.0,1.0,0.0,225.0,217.0,
 Colonia Lomas de San Eugenio,44720,3800000.0,5.0,2.0,1.0,32.0,150.0,,,
 Colonia Santa Teresita,44600,1850000.0,3.0,1.0,2.0,35.0,54.0,93.0,,
 Colonia Arandas,44720,2000000.0,4.0,2.0,1.0,40.0,67.0,,,
 Colonia San Antonio,44800,2500000.0,6.0,2.0,1.0,40.0,346.0,,,
 Colonia Valle Del Álamo,44440,1750000.0,3.0,1.0,1.0,49.0,104.0,,,
 Colonia Jardines de San José,44950,471000.0,3.0,2.0,2.0,2.0,0.0,130.0,,
 Colonia San Joaquín,44770,950000.0,2.0,1.0,1.0,48.0,61.0,,,
 Colonia Residencial Chapalita,44500,11400000.0,5.0,3.0,2.0,2.0,48.0,547.0,522.0,
 Colonia San Bernardo,44260,9000000.0,5.0,3.0,3.0,45.0,408.0,,,
 Colonia Huentitán El Bajo,44250,667000.0,2.0,2.0,1.0,1.0,0.0,80.0,80.0,
 Colonia Tetlán Rio Verde,44727,3220000.0,4.0,2.0,2.0,30.0,175.0,399.0,,
 Colonia Jardines Alcalde,44298,710000.0,4.0,2.0,2.0,2.0,0.0,184.0,210.0,
 Colonia Heliodoro Hernández Loza 1a Secc,44720,1250000.0,3.0,3.0,1.0,0.0,150.0,200.0,,
 Colonia López Portillo,44960,1200000.0,2.0,1.0,25.0,80.0,,,,
 Colonia Emiliano Zapata,44980,1800000.0,5.0,2.0,2.0,40.0,250.0,,,
 Colonia Mezquitan Country,44260,2000000.0,4.0,2.0,3.0,47.0,157.0,,,
 Colonia San Antonio,44800,2900000.0,2.0,1.0,35.0,70.0,,,,
 Colonia Panorámica Huentitán,44259,3200000.0,3.0,1.0,1.0,36.0,108.0,,,
 Colonia Bosques de La Victoria,44540,9500000.0,4.0,3.0,3.0,30.0,300.0,,,
 Colonia Guadalajara Oriente,44700,1000000.0,5.0,2.0,51.0,125.0,,,,
 Colonia San Juan de Dios,44360,2450000.0,2.0,1.0,1.0,50.0,134.0,,,
 Colonia San Felipe,44380,3000000.0,6.0,2.0,70.0,190.0,,,,
 Colonia López Portillo,44960,750000.0,4.0,3.0,1.0,2.0,25.0,120.0,190.0,
 Colonia Las Conchas,44460,2000000.0,4.0,2.0,1.0,50.0,210.0,,,
 Colonia Lomas de Oblatos 1a Secc,44720,410000.0,3.0,2.0,1.0,0.0,130.0,130.0,,
 Colonia Santa Teresita,44600,1850000.0,3.0,1.0,2.0,5.0,54.0,93.0,,
 Colonia Bosques de La Victoria,44540,720000.0,4.0,4.0,2.0,2.0,19.0,310.0,210.0,
 Colonia San Miguel de Huentitán El Alto 2a Secc,44780,990000.0,3.0,1.0,1.0,2.0,12.0,120.0,80.0,
 Colonia Colinas de San Javier,44660,19000000.0,4.0,4.0,3.0,34.0,830.0,,,
 Colonia Jardines de Santa Isabel,44300,2500000.0,4.0,2.0,1.0,25.0,151.0,,,
 Colonia Esperanza,44300,5000000.0,2.0,2.0,2.0,30.0,150.0,,,
 Colonia Jardines del Country,44210,1115172.0,4.0,3.0,1.0,2.0,0.0,179.0,196.0,
 Colonia Del Fresno 1a. Sección,44900,1631540.0,4.0,3.0,2.0,2.0,15.0,147.0,150.0,
 Colonia Moderna,44190,6000000.0,8.0,2.0,1.0,75.0,248.0,,,
 Colonia Circunvalación Guevara,44680,12188840.0,0.0,,,,,,,
 Colonia Tetlán I,44820,1200000.0,5.0,1.0,18.0,160.0,,,,
 Colonia Santa Elena de La Cruz,44230,6500000.0,6.0,3.0,2.0,40.0,384.0,,,
 Colonia Oblatos,44700,3000000.0,2.0,2.0,1.0,6.0,125.0,,,
 Colonia López Portillo,44960,1659163.0,2.0,2.0,1.0,2.0,0.0,100.0,100.0,
 Colonia Quinta Velarde,44430,6000000.0,5.0,3.0,39.0,108.0,,,,
 Colonia San Juan Bosco,44730,4000000.0,3.0,1.0,1.0,20.0,162.0,,,
 Colonia La Perla,44360,4990000.0,5.0,1.0,0.0,408.0,,,,
 Colonia Los Arrayanes,44766,550000.0,2.0,2.0,1.0,2.0,15.0,100.0,150.0,
 Colonia Jardines Alcalde,44298,790000.0,3.0,2.0,2.0,2.0,11.0,150.0,180.0,
 Colonia Independencia,44290,2250000.0,4.0,2.0,3.0,2.0,25.0,200.0,280.0,
 Colonia Progreso,44730,5000000.0,1.0,2.0,50.0,100.0,,,,
 Colonia Guadalajara Oriente,44700,1800000.0,3.0,2.0,1.0,40.0,120.0,,,
 Colonia 2001,44820,4336570.0,0.0,,,,,,,
 Colonia Bosques de La Victoria,44540,5570574.0,4.0,3.0,3.0,2.0,25.0,250.0,340.0,
 44469 #689,44469,1800000.0,9.0,2.0,60.0,10.0,,,,
 Colonia Residencial de La Barranca,44729,7000000.0,4.0,4.0,2.0,4.0,274.0,,,
 Colonia Vallarta Norte,44690,13000000.0,4.0,4.0,2.0,25.0,484.0,,,
 Colonia Obrera,44420,2500000.0,3.0,1.0,1.0,60.0,160.0,,,
 Colonia Atlas,44870,498000.0,3.0,2.0,1.0,0.0,100.0,110.0,,
 Colonia Bosques de La Victoria,44540,5800000.0,4.0,2.0,2.0,2.0,25.0,270.0,290.0,
 Colonia Santa Eduwiges,44580,16000000.0,4.0,2.0,25.0,565.0,,,,
 Colonia Hernández Romo,44419,1100000.0,3.0,1.0,38.0,145.0,,,,
 Colonia Lomas de Independencia,44240,507100.0,3.0,2.0,2.0,2.0,0.0,100.0,120.0,
 Colonia Providencia 5a Secc,44638,5121000.0,4.0,3.0,2.0,1.0,15.0,250.0,250.0,
 Colonia Bosques de La Victoria,44540,777300.0,3.0,2.0,2.0,2.0,25.0,160.0,180.0,
 Colonia Postes Cuates (Federalismo),44350,2150000.0,3.0,3.0,1.0,2.0,10.0,280.0,280.0,
 Colonia Magaña,44800,2550000.0,3.0,2.0,2.0,2.0,25.0,150.0,120.0,
 Colonia Circunvalación Américas,44630,9194840.0,0.0,,,,,,,
 44350 #1241,44350,4600000.0,4.0,4.0,3.0,25.0,70.0,,,
 Colonia Lomas del Paraíso 1a. Sección,44250,427000.0,3.0,2.0,2.0,2.0,0.0,75.0,80.0,
 Colonia Parques Del Nilo,44820,845000.0,3.0,2.0,1.0,2.0,24.0,105.0,120.0,
 Colonia Ampliación Talpita,44719,3200000.0,3.0,2.0,1.0,1.0,25.0,155.0,131.0,
 Colonia La Paz,44860,2500000.0,5.0,2.0,1.0,58.0,157.0,,,
 Colonia Vicente Guerrero,44860,4200000.0,3.0,2.0,2.0,1.0,150.0,,,
 Colonia Providencia 2a Secc,44630,8670000.0,4.0,2.0,2.0,3.0,20.0,299.0,330.0,
 Colonia Lomas del Paraíso 2a. Sección,44250,1200000.0,3.0,1.0,1.0,2.0,25.0,110.0,110.0,
 Colonia La Perla,44360,1000000.0,3.0,1.0,10.0,59.0,,,,
 Colonia Rincón de Agua Azul,44467,1089760.0,0.0,,,,,,,
 Colonia Guadalajara Oriente,44700,650000.0,2.0,1.0,2.0,1.0,3.0,104.0,40.0,
 Colonia Jardines Del Sur,44950,,3.0,2.0,1.0,2.0,25.0,93.0,144.0,
 Colonia Lomas de Polanco,44960,2500000.0,6.0,3.0,2.0,30.0,230.0,,,
 Colonia Progreso,44730,2150000.0,2.0,1.0,30.0,199.0,,,,
 Colonia Agustín Yánez,44790,3149000.0,4.0,3.0,3.0,2.0,35.0,400.0,400.0,
 Colonia Residencial Juan Manuel,44680,14000000.0,6.0,5.0,6.0,50.0,505.0,295.0,,
 Colonia Plutarco Elias Calles 1,44723,662000.0,2.0,2.0,1.0,1.0,0.0,60.0,65.0,
 Colonia 1 de Mayo,44970,761020.0,0.0,,,,,,,
 Colonia Jardines de San Francisco,44790,1900000.0,3.0,1.0,2.0,30.0,160.0,160.0,,
 Colonia Insurgentes 1a Secc,44820,1275800.0,5.0,4.0,2.0,1.0,0.0,200.0,190.0,
 Colonia Jardines de San José,44950,1815779.0,4.0,2.0,3.0,2.0,25.0,200.0,280.0,
 Colonia Vicente Guerrero,44860,1405600.0,0.0,,,,,,,
 Colonia Americana,44160,3890000.0,3.0,2.0,1.0,1.0,5.0,130.0,130.0,
 Colonia La Perla,44360,1600000.0,3.0,1.0,50.0,139.0,,,,
 Colonia Providencia 2a Secc,44630,8890000.0,4.0,3.0,4.0,2.0,30.0,300.0,245.0,
 Colonia Postes Cuates (Federalismo),44350,2265000.0,4.0,3.0,2.0,2.0,25.0,290.0,320.0,
 Colonia Bosques de La Victoria,44540,2450000.0,4.0,2.0,1.0,12.0,220.0,,,
 Colonia Bosques de La Victoria,44540,1851700.0,3.0,2.0,2.0,2.0,25.0,100.0,140.0,
 44430 #1382,44430,4400000.0,4.0,1.0,3.0,50.0,450.0,,,
 Colonia Santa Mónica,44220,50000000.0,4.0,5.0,3.0,25.0,750.0,,,
 Colonia Miravalle,44990,1200000.0,3.0,1.0,1.0,40.0,78.0,,,
 Colonia La Perla,44360,1700000.0,3.0,1.0,1.0,1.0,35.0,210.0,100.0,
 Colonia Miravalle,44990,1200000.0,3.0,1.0,1.0,40.0,78.0,,,
 Colonia La Perla,44360,1700000.0,3.0,1.0,1.0,1.0,35.0,210.0,100.0,
 Colonia Joaquín Aarón,44768,2850000.0,3.0,2.0,2.0,2.0,25.0,190.0,240.0,
 Colonia Capilla de Jesús,44200,1900000.0,4.0,2.0,2.0,2.0,25.0,73.0,145.0,
 Colonia Jardines del Country,44210,750000.0,4.0,3.0,2.0,2.0,0.0,230.0,230.0,
 Colonia San Juan Bosco,44730,3500000.0,6.0,1.0,50.0,660.0,,,,
 Colonia Estadio,44240,3994640.0,0.0,,,,,,,
 Colonia Guadalajara Oriente,44700,1094609.0,4.0,2.0,1.0,0.0,150.0,150.0,,
 Colonia Barragán y Hernández,44469,14995000.0,5.0,3.0,4.0,52.0,980.0,,,
 Colonia Lomas del Paraíso 2a. Sección,44250,660000.0,3.0,2.0,2.0,1.0,25.0,100.0,130.0,
 Colonia Jardines El Sauz,44987,823000.0,3.0,2.0,1.0,2.0,25.0,90.0,110.0,
 Colonia 18 de Marzo,44960,777300.0,3.0,2.0,2.0,1.0,25.0,150.0,130.0,
 Colonia 18 de Marzo,44960,900000.0,3.0,1.0,1.0,1.0,10.0,130.0,130.0,
 Colonia Bosques de La Victoria,44540,841200.0,3.0,3.0,2.0,1.0,0.0,144.0,154.0,
 Colonia Bosques de La Victoria,44540,2400000.0,3.0,2.0,1.0,2.0,25.0,120.0,150.0,
 Colonia Polanco Oriente,44960,1732000.0,3.0,2.0,2.0,2.0,35.0,173.0,200.0,
 Colonia Balcones de La Joya,44390,2646500.0,0.0,,,,,,,
 Colonia Jardines de San José,44950,400000.0,4.0,3.0,2.0,1.0,0.0,157.0,280.0,
 Colonia Patria,44967,4500000.0,4.0,2.0,2.0,1.0,18.0,150.0,200.0,
 Colonia Huentitán El Bajo,44250,4500000.0,8.0,4.0,2.0,40.0,440.0,,,
 Colonia Jardines de Santa Isabel,44300,2119708.0,2.0,1.0,1.0,2.0,25.0,90.0,120.0,
 Colonia Santa Cecilia 3a. Sección,44700,620000.0,3.0,2.0,1.0,2.0,44.0,75.0,80.0,
 Colonia Lomas de Independencia,44240,2200000.0,3.0,1.0,2.0,13.0,90.0,,,
 Colonia Guadalupana Sur,44220,3390180.0,0.0,,,,,,,
 Colonia La Joya,44300,1400000.0,4.0,2.0,99.0,117.0,,,,
 Colonia Vallarta Poniente,44110,1126880.0,0.0,,,,,,,
 Colonia Villas de Guadalupe,44720,655000.0,3.0,1.0,1.0,0.0,89.0,89.0,,
 Colonia Vicente Guerrero,44330,1755660.0,0.0,,,,,,,
 Colonia La Paz,44860,2000000.0,7.0,2.0,80.0,600.0,,,,
 Colonia Independencia Oriente,44340,2250000.0,3.0,2.0,2.0,2.0,25.0,120.0,150.0,
 Colonia San Carlos,44460,1104670.0,0.0,,,,,,,
 Colonia San Andrés,44810,823209.0,2.0,1.0,1.0,0.0,80.0,50.0,,
 Colonia Residencial La Cruz,44950,1150000.0,3.0,3.0,1.0,2.0,10.0,120.0,120.0,
 Colonia Javier Mina,44799,3900000.0,3.0,3.0,2.0,12.0,144.0,,,
 Colonia Insurgentes La Presa,44820,1161000.0,3.0,2.0,2.0,2.0,9.0,178.0,191.0,
 Colonia Balcones de Huentitán,44250,1983810.0,0.0,,,,,,,
 Colonia Balcones de Huentitán,44250,1567560.0,0.0,,,,,,,
 Colonia Popular,44710,750000.0,2.0,1.0,2.0,40.0,49.0,80.0,,
 Colonia Antigua Penal de Oblatos,44730,2800000.0,4.0,2.0,3.0,2.0,33.0,280.0,190.0,
 Colonia Vicente Guerrero,44330,1969510.0,0.0,,,,,,,
 Colonia Jardines de La Cruz 1a. Sección,44950,3576825.0,4.0,3.0,2.0,2.0,25.0,170.0,280.0,
 Colonia Verde Valle,44550,6973460.0,0.0,,,,,,,
 Colonia Atlas,44870,840500.0,4.0,4.0,1.0,3.0,25.0,110.0,150.0,
 Colonia Lomas de Independencia,44240,1850000.0,3.0,2.0,2.0,2.0,25.0,92.0,125.0,
 Colonia Vicente Guerrero,44860,948504.0,3.0,1.0,1.0,1.0,0.0,117.0,103.0,
 Colonia Jardines del Bosque Centro,44520,572450.0,0.0,,,,,,,
 Colonia Jardines El Sauz,44987,1154800.0,3.0,2.0,1.0,2.0,0.0,70.0,100.0,
 Colonia Independencia,44290,2200000.0,2.0,3.0,2.0,0.0,1.0,,,
 Colonia San Andrés,44810,1575000.0,4.0,4.0,2.0,2.0,25.0,130.0,180.0,
 Colonia Ladrón de Guevara,44600,3302253.0,0.0,,,,,,,
 Colonia Ladrón de Guevara,44600,5937350.0,0.0,,,,,,,
 Colonia El Periodista,44430,6600000.0,2.0,2.0,3.0,2.0,300.0,,,
 Colonia Jardines de La Cruz 2a. Sección,44950,4113550.0,0.0,,,,,,,
 Colonia Arboledas Del Sur,44980,738569.0,3.0,2.0,2.0,1.0,25.0,180.0,170.0,
 Colonia Villas Del Nilo,44824,720000.0,3.0,2.0,2.0,2.0,0.0,136.0,,
 Colonia El Retiro,44280,761630.0,0.0,,,,,,,
 Colonia San Antonio,44800,1082000.0,2.0,2.0,1.0,1.0,0.0,125.0,130.0,
 Colonia La Perla,44360,6500000.0,1.0,2.0,24.0,383.0,,,,
 Colonia Alcalde Barranquitas,44270,2419130.0,0.0,,,,,,,
 Colonia Alcalde Barranquitas,44270,5591880.0,0.0,,,,,,,
 Colonia La Joya,44300,6500000.0,4.0,3.0,3.0,30.0,250.0,,,
 Colonia Americana,44160,4203380.0,0.0,,,,,,,
 Colonia Independencia Oriente,44340,2746840.0,0.0,,,,,,,
 Colonia Mezquitan Country,44260,1000000.0,2.0,1.0,40.0,72.0,,,,
 Colonia La Perla,44360,1423460.0,0.0,,,,,,,
 Colonia Balcones de Oblatos,44720,1952000.0,4.0,3.0,2.0,3.0,25.0,100.0,200.0,
 Colonia Las Conchas,44460,200000.0,3.0,2.0,20.0,192.0,,,,
 Colonia Del Fresno 1a. Sección,44900,2225960.0,0.0,,,,,,,
 Colonia Bosques de La Victoria,44540,7500000.0,4.0,3.0,4.0,2.0,10.0,300.0,9.0,
 Colonia Circunvalación Oblatos,44716,2269880.0,0.0,,,,,,,
 Colonia Guadalajara Centro,44100,2541600.0,0.0,,,,,,,
 Colonia Atlas,44870,2621320.0,0.0,,,,,,,
 Colonia El Retiro,44280,4048460.0,0.0,,,,,,,
 Colonia Libertad,44750,2223526.0,0.0,,,,,,,
 Colonia Analco,44450,1620180.0,0.0,,,,,,,
 Colonia Guadalajara Centro,44100,1469470.0,0.0,,,,,,,
 Colonia 18 de Marzo,44960,920000.0,3.0,2.0,1.0,1.0,0.0,223.0,160.0,
 Colonia San Antonio,44800,7000000.0,3.0,5.0,8.0,300.0,,,,
 Colonia San Rafael,44810,2030370.0,0.0,,,,,,,
 Colonia Quinta Velarde,44430,765000.0,2.0,2.0,1.0,2.0,10.0,120.0,120.0,
 Colonia Lomas del Paraíso 3a. Sección,44250,1450000.0,4.0,2.0,1.0,0.0,630.0,1.0,,
 Colonia Miravalle,44990,1850000.0,3.0,2.0,2.0,35.0,185.0,,,
 Colonia Jardines Alcalde,44298,750000.0,4.0,2.0,2.0,1.0,0.0,174.0,250.0,
 Colonia San Antonio,44800,5800000.0,6.0,4.0,3.0,3.0,350.0,,,
 Colonia San Bernardo,44260,8000000.0,4.0,3.0,3.0,60.0,250.0,,,
 Colonia Jardines de La Paz Norte,44860,1664000.0,3.0,2.0,1.0,1.0,0.0,120.0,120.0,
 Colonia Valle Del Álamo,44440,1461665.0,0.0,,,,,,,
 Colonia Palacio de Gobierno Del Estado de Jalisco,44009,6000000.0,6.0,4.0,3.0,20.0,335.0,,,
 Colonia San Juan Bosco,44730,2200000.0,4.0,1.0,2.0,2.0,50.0,200.0,120.0,
 Colonia Villa Hermosa,44948,8000000.0,2.0,1.0,52.0,60.0,,,,
 Colonia Rojas Ladrón de Guevara,44650,650000.0,3.0,2.0,2.0,2.0,0.0,197.0,190.0,
 Colonia La Joya,44300,2500000.0,2.0,1.0,1.0,40.0,400.0,,,
 Colonia Joaquín Aarón,44768,1154454.0,4.0,3.0,0.0,125.0,190.0,,,
 Colonia Libertad,44750,3500000.0,6.0,5.0,3.0,54.0,220.0,380.0,,
 Colonia Belisario Domínguez,44320,3800000.0,4.0,2.0,2.0,2.0,1.0,232.0,254.0,
 Colonia Lafayette,44150,6000000.0,3.0,3.0,3.0,25.0,400.0,,,
 Colonia Terrazas Monraz,44670,16000000.0,8.0,4.0,2.0,35.0,408.0,,,
 Colonia Rojas Ladrón de Guevara,44650,11900000.0,3.0,2.0,2.0,35.0,197.0,,,
 Colonia Chapalita,44500,3561016.0,4.0,2.0,2.0,0.0,190.0,190.0,,
 Colonia Independencia,44290,590000.0,3.0,2.0,2.0,2.0,0.0,176.0,180.0,
 Colonia Providencia 2a Secc,44630,8700000.0,4.0,4.0,3.0,48.0,390.0,,,
 Colonia Analco,44450,808810.0,4.0,4.0,1.0,2.0,25.0,190.0,250.0,
 Colonia Guadalajara Centro,44100,2600000.0,3.0,2.0,1.0,1.0,102.0,102.0,,
 Colonia Santa Cecilia 1a. sección,44700,620000.0,2.0,1.0,1.0,2.0,25.0,80.0,120.0,
 Colonia Ayuntamiento,44620,15000000.0,4.0,3.0,3.0,35.0,280.0,,,
 Colonia Campo de Polo Chapalita,44500,8000000.0,3.0,2.0,2.0,8.0,215.0,,,
 Colonia Jardines de Santa Isabel,44300,799700.0,3.0,2.0,2.0,2.0,25.0,160.0,190.0,
 Colonia Ladrón de Guevara,44600,2200000.0,4.0,3.0,30.0,120.0,,,,
 Colonia Campo de Polo Chapalita,44500,4500000.0,4.0,1.0,1.0,60.0,145.0,,,
 Colonia Miravalle,44990,2000000.0,3.0,2.0,37.0,145.0,,,,
 Colonia Jardines del Bosque Centro,44520,7300000.0,4.0,2.0,3.0,35.0,275.0,325.0,,
 Colonia El Manantial,44860,1850000.0,3.0,2.0,1.0,30.0,80.0,,,
 Colonia Juan Diego,44510,3500000.0,5.0,3.0,2.0,15.0,150.0,,,
 Colonia Jardines Del Sur,44950,750000.0,3.0,3.0,2.0,1.0,25.0,150.0,130.0,
 Colonia Jardines del Bosque Norte,44520,6000000.0,5.0,3.0,2.0,40.0,209.0,,,
 Colonia Huentitán El Bajo,44250,682800.0,2.0,2.0,1.0,1.0,0.0,85.0,75.0,
 Colonia Jardines de San José,44950,200000.0,3.0,1.0,1.0,37.0,103.0,,,
 Colonia Huentitán El Bajo,44250,733000.0,3.0,2.0,1.0,1.0,0.0,80.0,80.0,
 Colonia Sagrado Corazón,44360,2500000.0,3.0,2.0,1.0,80.0,200.0,,,
 Colonia Campo de Polo Chapalita,44500,9000000.0,6.0,2.0,1.0,50.0,302.0,,,
 Colonia San Miguel de Huentitán El Alto 3a Secc,44390,737000.0,4.0,3.0,0.0,98.0,175.0,,,
 Colonia El Rosario,44898,2500000.0,5.0,2.0,65.0,180.0,,,,
 Colonia Moderna,44190,1350000.0,2.0,1.0,1.0,20.0,40.0,,,
 Colonia Capilla de Jesús,44200,1500000.0,2.0,1.0,99.0,100.0,,,,
 Colonia Capilla de Jesús,44200,1345960.0,4.0,3.0,2.0,0.0,230.0,230.0,,
 Colonia Magaña,44800,3500000.0,6.0,2.0,1.0,20.0,105.0,,,
 Colonia Villa Hermosa,44948,2400000.0,4.0,3.0,30.0,169.0,,,,
 Colonia Bosques de La Victoria,44540,8500000.0,4.0,4.0,2.0,38.0,400.0,,,
 Colonia Nueva España,44980,5000000.0,6.0,3.0,1.0,30.0,550.0,,,
 Colonia Chapultepec Country,44620,5200000.0,6.0,3.0,2.0,54.0,450.0,,,
 Colonia Capilla de Jesús,44200,6500000.0,4.0,2.0,3.0,50.0,289.0,,,
 Colonia Santa Eduwiges,44580,16000000.0,4.0,4.0,3.0,30.0,391.0,,,
 Colonia Valentín Gómez Farias,44977,2000000.0,3.0,1.0,1.0,24.0,70.0,,,
 Colonia Ricardo Flores Magón,44240,2450000.0,4.0,115.0,2.0,0.0,718.0,718.0,,
